{:generation 0, :program (:string_parse_to_chars :string_butlast :string_concat :string_reverse :string_replace_char :boolean_not :string_nth :string_rest :string_indexof_char true :string_remove_char :in1 "" :string_occurencesof_char :exec_dup (:string_iterate (:integer_subtract :boolean_or :string_concat :string_drop :boolean_or :string_iterate (:string_contains_char :boolean_not :string_butlast :string_take :boolean_eq "G")))), :runtime (0.0031817599999999996 0.0031043079999999996 0.0031982760000000003 0.003253908000000002 0.031317096 0.0032623960000000016 0.0031380920000000003), :total-error 2, :amalgamated-error 2.050455836}
{:generation 185, :program (1 :string_nth :boolean_or :string_concat 1 :string_drop 0 :integer_add :string_butlast :string_indexof_char :string_length :boolean_or :boolean_eq :string_parse_to_chars :boolean_and :integer_subtract :string_occurencesof_char :integer_subtract "G" :string_reverse :in1 :string_butlast :string_concat true :string_eq :string_contains :string_indexof_char :boolean_eq :string_nth :string_from_char :integer_add :string_butlast :in1 :string_contains "A" "G" :exec_dup (:boolean_or "G" "C" 0 0 :string_remove_char :boolean_eq 1 :in1 :string_contains :string_from_char :boolean_eq :in1 :string_rest :integer_add :string_indexof_char :string_indexof_char :string_contains "T" :in1 :string_contains :string_parse_to_chars "T" :in1 :string_contains :in1)), :runtime (0.0031733519999999986 0.003169291999999997 0.0032427559999999972 0.003169583999999999 0.0032080079999999996 0.003212411999999999 0.00323904), :total-error 0, :amalgamated-error 0.022414443999999988}
{:generation 186, :program (:string_remove_char "" :boolean_or :string_drop :integer_mult :integer_eq "" :string_drop :string_remove_char :boolean_or :string_length :string_concat :string_contains "" :string_contains_char :string_indexof_char :integer_subtract :integer_add :string_drop :integer_eq :string_contains_char :integer_mult :integer_mult :string_contains :string_rest :string_contains :in1 "G" :exec_dup ("G" :exec_if ("A" :string_contains_char "A" :string_remove_char :integer_subtract :string_length :integer_subtract "" :string_parse_to_chars :integer_mult :boolean_or :exec_dup (:integer_eq 0 :string_replace_char :exec_dup (:string_length "T" :string_occurencesof_char :string_butlast :string_concat :string_parse_to_chars "T" true :string_nth "T" :in1 :string_contains :string_from_char "" 0 :string_reverse :string_parse_to_chars :string_contains :boolean_eq :boolean_not :boolean_and "T"))) ())), :runtime (0.003081295999999998 0.003165432 0.0031888119999999966 0.009739371999999996 0.002197356 0.0031663000000000012 0.0032009840000000013), :total-error 0, :amalgamated-error 0.027739551999999994}
{:generation 187, :program (:integer_add :in1 :string_from_char :string_butlast :integer_subtract :string_butlast :in1 :string_take "C" :integer_quot 0 "A" :integer_add :boolean_and 0 :integer_mult :string_contains :string_contains :boolean_and "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_rest :string_contains :boolean_not :string_from_char :string_remove_char :string_indexof_char 1 :boolean_not :integer_mult :string_drop false "C" :string_remove_char :in1 :string_contains 1 :integer_eq :string_remove_char :string_eq "T" :string_length :in1 :string_concat :integer_subtract "T" :string_occurencesof_char "T" :boolean_not :string_indexof_char "A" :string_contains :string_eq "T" :in1 :integer_quot :string_contains), :runtime (0.003274652 0.0033168559999999982 0.0033076560000000004 0.003298095999999999 0.0032658800000000023 0.0032246400000000004 0.003252012), :total-error 0, :amalgamated-error 0.022939792}
{:generation 188, :program (:string_concat :integer_subtract :integer_add "T" :string_indexof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_add :exec_dup (:string_parse_to_chars :string_length true :string_contains_char :string_butlast :integer_quot "C" :integer_quot :integer_subtract :string_occurencesof_char :string_length "T" "T" :in1 :string_parse_to_chars :boolean_not false :string_replace_char :string_drop :boolean_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char :string_eq :string_from_char :integer_add :string_take :boolean_and "" 0) :integer_quot :string_remove_char 1 :string_take :string_concat :string_length :integer_subtract :string_from_char :string_contains :string_parse_to_chars :in1 :string_remove_char :string_indexof_char :boolean_eq :string_take "T" :string_eq :in1 :string_contains :string_parse_to_chars "T" :in1 :string_contains), :runtime (0.003278332 0.003195743999999997 0.0032690759999999997 0.0031694359999999994 0.001997048 0.003085707999999997 0.0032853839999999984), :total-error 0, :amalgamated-error 0.021280727999999992}
{:generation 189, :program (:boolean_eq :integer_quot :in1 :exec_dup (:string_indexof_char :boolean_and :string_eq :boolean_and :integer_mult :integer_quot "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" :string_length :string_occurencesof_char :string_nth :in1 :integer_add :string_concat :integer_mult :string_replace_char :string_butlast :boolean_or :string_indexof_char :string_butlast :string_from_char :string_occurencesof_char :string_butlast "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_butlast "A" "C") :integer_add :string_contains_char 1 "T" :string_remove_char :string_contains false :in1 :string_indexof_char "T" :in1 :string_contains :string_parse_to_chars :in1 "T" :string_contains_char :in1 "T" :in1 :string_contains :in1 :integer_mult), :runtime (0.0032514080000000003 0.0032047720000000007 0.003206896 0.003148992 0.0032210680000000014 0.003178235999999999 0.0032091279999999995), :total-error 0, :amalgamated-error 0.022420499999999996}
{:generation 190, :program (:string_indexof_char :string_contains :boolean_and :string_from_char :string_from_char :integer_add :string_length :integer_subtract "T" :string_butlast :in1 :string_take :string_remove_char :exec_if ("A" :integer_add :boolean_and :boolean_and :boolean_eq :string_butlast :string_from_char :string_rest :integer_add :integer_subtract :exec_dup (:string_remove_char :integer_eq :integer_add :string_remove_char :string_nth :string_contains :string_replace_char :string_indexof_char :string_take :integer_add :string_eq :string_contains_char :string_length :in1 :in1 :string_take "T") :string_contains :integer_subtract :string_reverse :exec_dup (:integer_quot :string_contains :string_contains "T" :in1)) ()), :runtime (0.09251723999999999 0.003214348 0.0023976920000000003 0.0019048200000000004 0.0018688799999999985 0.0018382200000000007 0.002063835999999999), :total-error 0, :amalgamated-error 0.105805036}
{:generation 191, :program (:string_rest "G" :exec_if (:integer_quot "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_take :boolean_and :string_indexof_char :string_drop :boolean_not :string_contains :integer_add :string_remove_char :integer_mult :string_from_char :exec_dup (:boolean_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_rest :integer_add :string_rest :string_reverse :exec_dup (:string_nth "G" :string_indexof_char :string_parse_to_chars :string_rest :string_take :boolean_and :integer_subtract "T" "G" "" :string_contains :in1 "T" :integer_eq :string_nth :string_contains "T" "T" :string_indexof_char :in1 :string_contains :string_occurencesof_char :exec_dup ("" :string_concat :string_contains_char :string_concat :integer_mult :string_take "T" :in1)))) ()), :runtime (0.003118216000000002 0.003269552000000001 0.003200388000000001 0.003201115999999998 0.0032483560000000013 0.0028272440000000013 0.003138195999999999), :total-error 0, :amalgamated-error 0.022003068000000004}
{:generation 192, :program (:string_from_char :string_replace_char 0 0 :integer_eq :string_concat :boolean_and :string_rest :string_butlast 0 "" :string_remove_char true :string_from_char :string_remove_char :in1 :string_drop :boolean_eq :string_contains :integer_mult "C" :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains_char :string_contains true "C" :integer_subtract :string_replace_char :string_remove_char true 0 :string_remove_char :string_contains "T" :string_replace_char :string_contains :string_concat :string_from_char :string_length :in1 :string_from_char :boolean_not :string_contains_char :boolean_eq :boolean_eq :integer_quot "T" :in1 :string_contains :string_reverse 0 :in1 :in1 :boolean_eq :in1), :runtime (0.003235263999999999 0.0032509839999999993 0.0032517000000000006 0.0032733960000000018 0.016693479999999997 0.00318622 0.003188967999999999), :total-error 0, :amalgamated-error 0.036080011999999995}
{:generation 193, :program ("ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" :integer_subtract :string_remove_char :string_reverse :string_parse_to_chars :string_remove_char :in1 :string_length :string_length :string_reverse :string_butlast :string_remove_char "A" true :string_drop :boolean_eq :string_length "C" :integer_mult "G" :boolean_eq "T" :string_contains :integer_eq :string_remove_char 0 "T" :in1 :string_replace_char :boolean_eq :string_replace_char :string_iterate (true :in1 :integer_add :string_contains :string_from_char 1 :string_from_char :string_length :string_length :string_reverse :integer_add :integer_quot :boolean_eq :in1 "T")), :runtime (0.003320680000000001 0.0032450160000000003 0.003177364 0.0032349720000000005 0.03382788400000001 0.0032803280000000025 0.003236244), :total-error 0, :amalgamated-error 0.053322488000000015}
{:generation 194, :program (:integer_add :integer_quot :string_rest "" :integer_mult :string_eq :string_concat :boolean_eq :integer_eq "" :string_remove_char :boolean_and :exec_if (:integer_mult :string_eq :boolean_eq :string_indexof_char :boolean_and :integer_add 0 :string_contains true :integer_subtract :string_drop :string_drop "" "A" :in1 :exec_dup (:boolean_not :string_concat :boolean_or :integer_mult :string_contains :string_occurencesof_char :string_concat "" "A" :string_contains :string_eq :boolean_or :in1 true :boolean_or "T" :string_replace_char :in1 :string_contains "T" :string_length :string_from_char)) ()), :runtime (0.0032355919999999976 0.0032357279999999976 0.0031418319999999976 0.003120784 0.003149427999999999 0.003146180000000002 0.0030808160000000014), :total-error 0, :amalgamated-error 0.022110359999999992}
{:generation 195, :program (true :string_reverse :string_contains :string_take :string_contains_char :string_eq :string_occurencesof_char :integer_subtract :string_indexof_char :string_take :boolean_eq :string_parse_to_chars :exec_if (:string_take :string_concat "C" :boolean_eq :string_replace_char "C" :boolean_or "A" 1 :boolean_not :string_take :string_remove_char :string_drop :boolean_or :string_drop) ("G" :string_replace_char "G" :in1 :boolean_and :string_rest :integer_quot :string_butlast :string_from_char 1 :boolean_eq :string_parse_to_chars :string_contains 1 0) :in1 :string_replace_char :boolean_not "T" :in1 :integer_eq :string_indexof_char :string_contains), :runtime (0.003172204000000001 0.00323022 0.003121731999999998 0.003151936000000001 0.0030978880000000018 0.003237087999999998 0.0032502640000000005), :total-error 0, :amalgamated-error 0.022261331999999998}
{:generation 196, :program (:boolean_and :string_length :string_take :integer_mult :string_rest :boolean_not :integer_subtract :boolean_not :in1 :string_contains_char :string_length :string_drop :boolean_or 1 :string_indexof_char "C" true true :string_contains :string_take :string_parse_to_chars :boolean_and true :integer_eq :string_drop :string_from_char :integer_eq false :integer_mult :integer_add :string_reverse "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "A" :string_replace_char :in1 :integer_subtract :string_length :string_occurencesof_char :string_length :integer_quot :string_length :exec_dup (:integer_add :exec_dup (:string_butlast :boolean_and :string_indexof_char "T" :string_remove_char "T" :in1 :string_contains))), :runtime (0.003175400000000001 0.003262787999999999 0.0032288839999999996 0.0032394680000000014 0.0032132679999999996 0.003272635999999999 0.0032383240000000008), :total-error 0, :amalgamated-error 0.022630768}
{:generation 197, :program (:integer_subtract 0 "T" "" :string_parse_to_chars :boolean_or "" :string_concat :string_occurencesof_char :string_parse_to_chars "G" :integer_quot 1 :string_rest "T" :boolean_or :string_length :integer_quot :string_parse_to_chars :string_contains_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char 0 :integer_add :string_replace_char :string_length "G" true :in1 1 "T" :string_take :integer_subtract :string_nth :boolean_and :integer_quot :string_length :integer_eq "T" "T" false "T" :string_indexof_char :string_concat :in1 :string_contains :integer_quot :string_contains :in1 :string_iterate (:string_contains "T" :integer_subtract :in1)), :runtime (0.0031911439999999973 0.0031475799999999983 0.0032349159999999996 0.003244728000000004 0.0031949879999999993 0.0032868439999999993 0.0032292559999999994), :total-error 0, :amalgamated-error 0.022529456}
{:generation 198, :program (1 :string_parse_to_chars :string_reverse :string_length :exec_dup (:string_from_char "A" :string_iterate (:string_indexof_char "C" :string_parse_to_chars :string_rest false :string_length :string_contains :boolean_or :string_indexof_char "A" true :boolean_eq :integer_eq :boolean_or :boolean_or :integer_eq :string_from_char :integer_eq true :string_reverse :string_contains 1 "A" :integer_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1 :integer_eq :string_indexof_char 0 :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_butlast :string_rest "T" :integer_subtract :integer_eq :integer_add :string_length :boolean_and "" "A" "T" :in1 :string_contains))), :runtime (0.0032022120000000016 0.003215947999999999 0.0032175840000000016 0.0031745839999999994 0.003311844000000001 0.003949155999999999 0.0031861800000000003), :total-error 0, :amalgamated-error 0.023257508}
{:generation 199, :program (:string_contains :integer_quot :string_nth :boolean_and :exec_if (:string_contains :boolean_not :integer_eq "" :boolean_eq :boolean_eq :integer_subtract :integer_eq :string_contains_char true :boolean_or :boolean_not "A" 1 :integer_mult :string_butlast :string_indexof_char :exec_dup (:string_contains_char "T" :integer_subtract :string_contains :in1 "C" :integer_eq :integer_eq "C" :string_indexof_char :string_contains :string_occurencesof_char "T" false :string_contains :string_contains :integer_add "T" :in1 :string_indexof_char :string_contains :string_butlast 0)) ()), :runtime (0.0033733999999999978 0.010143756000000009 0.003303288000000001 0.003228736000000001 0.003179567999999998 0.0032034000000000003 0.003170772), :total-error 0, :amalgamated-error 0.02960292}
{:generation 200, :program (:integer_subtract :integer_mult 1 :integer_mult :string_iterate (:string_concat :integer_quot :string_eq :integer_subtract 1 :string_from_char :string_rest :string_length "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_butlast :string_length :string_nth :boolean_and :string_replace_char :string_concat :string_nth "T" "A") :string_replace_char :string_length :string_indexof_char :string_contains :string_contains :string_indexof_char :boolean_or :integer_add :string_from_char "T" true "T" false :string_contains_char :boolean_and :in1 "G" :integer_eq true :string_iterate (:string_iterate (:integer_mult :string_contains :integer_add :boolean_or :integer_subtract :string_eq :boolean_not "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains "G" "T" :in1 :string_contains))), :runtime (0.0032170599999999977 0.0032296479999999995 0.0033041760000000024 0.0032577120000000033 0.0031684719999999986 0.0032754639999999983 0.012263640000000008), :total-error 0, :amalgamated-error 0.03171617200000001}
